"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"533","1904"," p191","It took effort for me to say ""amazing""",18,48.95,1,"The top text does not contain a word.","target-prior",0,21.21735,36
"534","130","And she approached Olympia Dukakis, with whom she had acted as well, to play Marian, the wife of the man who becomes Fiona's new suitor. ","""Away From Her"" wasn't shooting before early last year.",23,45.51,0,"","target-prior",0,12.0646,36
"535","1160"," As he was securing a separation and divorce from his first wife, Engler had what might be called an active social life, leading to the same sort of rumors about womanizing that have plagued Clinton.","Engler had been married before.",19,99.37,0,"","target-prior",0,12.0646,36
"536","588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him.","She did it somehow.",20,97.45,0,"","target-prior",0,21.21735,36
"537","829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.","The entire second floor was accessible earlier.",8,56.58,0,"","target-prior",0,26.8538333333333,36
"538","74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other.","Something was placing the balls back on the other side just where he wanted them.",9,91.84,0,"","target-prior",0,26.8538333333333,36
"539","1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993.","Johnson was swept by the Atlanta Braves.",4,53.6,0,"","target-prior",0,9.51648333333333,36
"540","2015"," In a few cases, patients might still develop those diseases in future, but that was far from certain.","The mutatation had previously been classified as a risk factor",5,95.14,0,"","target-prior",0,9.51648333333333,36
"541","2235","<i>(No context.)</i>","Our men hadn't been drumming before.",9,51.05,1,"There was no context in the above text","target-prior",0,9.51648333333333,36
"542","1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel",13,51.5,1,"The top text has nothing to do with the bottom text","target-prior",0,9.51648333333333,36
"543","2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.",14,5.81,0,"","target-prior",0,9.51648333333333,36
"544","1046","Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs. Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance.","The struggles of those newlywed years have inspired everything that followed.",25,47.15,1,"text is not talking about the same thing","target-prior",0,12.0646,36
"545","1242","Bea Gaddy, activist for the homeless, Baltimore, Maryland A woman who had been with my grandparents for years came to help out with our holiday dinner.","The turkey was not on the floor beforehand.",21,48.5,1,"The top text did not mention a turkey on the floor","target-prior",0,7.68311666666667,36
"546","2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales.","The US previously had the lead in sales in the PV industry",22,90.85,0,"","target-prior",0,7.68311666666667,36
"547","607"," All the debate can finally be laid to rest.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.",23,49.4,1,"neither text is talking about the same subject","target-prior",0,7.68311666666667,36
"548","1047","If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House? Why?","Their contributer base and their member base is split on this issue.",18,96.37,0,"","target-prior",0,5.61081666666667,36
"549","626","Sonia considers herself "" good at languages. "" She has an ear for them.","Sonia is Italian.",23,51.95,0,"","target-prior",0,26.8538333333333,36
"550","210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles. ","Brown's case is hardly unique.",21,45.95,1,"cannot see how sentences are related","target-prior",0,21.21735,36
"551","1153","I'm not looking for a--a colony on the moon. I think the cost of that would be in the hundreds of billions, if not trillions.","Housing in the US has previously been built.",24,97.84,0,"","target-prior",0,21.21735,36
"552","393"," Professor Skeel, the son of a teacher and an Air Force doctor, said he had ""zero"" experience of religion while moving six times with his father's deployments.","He entered the University of North Carolina in 1979.",25,47.6,1,"sentences are not relatable","target-prior",0,21.21735,36
"553","1427"," Final topic, here.","Usama bin Laden did something.",26,50.6,1,"sentences are not on same topic","target-prior",0,21.21735,36
"554","1605","The residual threat of reactionary takeover in the Russian Republic remained, but even in the worst-case scenario Russian forces would be both weaker and further removed from German borders than at any time during the Cold War. Despite these auspicious developments, the German government of Chancellor Kohl reacted almost with a sense of panic to the new international environment.","The Kohl government asserted virtually every one of the core values of the German political-military culture before the fall of the Berlin Wall.",5,50.6,1,"cannot see how sentences are related","target-prior",0,12.0646,36
"555","188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.","they will get the money.",3,94.74,0,"","target-prior",0,7.68311666666667,36
"556","90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.",13,1.5,0,"","target-prior",0,7.68311666666667,36
"557","1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop.","Someone is being kidnapped",19,96.37,0,"","target-prior",0,7.68311666666667,36
"558","467","Tartars and Arab clans / tribes exemplify this stage well. Such an inquiry can be either light-bearing or fruit-bearing (Pigou, 1946).","In the analysis of human society, soemthing dominates.",9,80.48,0,"","target-prior",0,5.61081666666667,36
"559","365"," After all, once businesses have a full range of tech tools, they don't need to keeping boosting budgets to buy tons of new stuff.","They needed an upgrade.",10,17.24,0,"","target-prior",0,8.40616666666667,36
"560","1631"," Don't tell me you started a tech firm here before us.","Lily looks over her shoulder.",14,50.6,0,"","target-prior",0,8.40616666666667,36
"561","1522",""" You see how your mind works? I fear you have a grievous fault, Lion.","Acquiring the instincts of a bygone age takes effort.",15,40.47,0,"","target-prior",0,8.40616666666667,36
"562","433","I haven't read but two or three pages when I look up and see that Mrs. Randolph is sleeping. And now that I've stopped yelling, I can also hear her snoring, a ruffled kind of breathing.","The book was open before.",3,99.9,0,"","target-prior",0,12.0646,36
"563","1751","Who doesn't need to get away from it all once in a while? I could use a break, and you probably could too.","A vacation centered around the beauties of space and the night sky is a choice for an amateur astronomer or astronomy enthusiast",4,48.95,1,"sentences are not talking about the same subject","target-prior",0,12.0646,36
"564","1207"," DH Frank Thomas hit.212 in June and is still trying to find his stroke after last year's biceps injury.","DH Frank Thomas hit.340 with 12 home runs and 22 RBI in June.",17,0.63,0,"","target-prior",0,8.40616666666667,36
"565","1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.",13,9.58,0,"","target-prior",0,12.8517,36
"566","682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.",15,99.46,0,"","target-prior",0,12.8517,36
"567","1059","Lester also noted that research on group dynamics indicates that increasing the size of the group eventually increases the chances that a dominant member will emerge and force conformity from the other group members. Thus, there is a limit to the size of a group for effective functioning.","Four to ten subselves is ideal.",17,74.18,0,"","target-prior",0,10.11395,36
"568","1699","<i>(No context.)</i>","Some company uses female body parts to push product.",21,51.05,1,"There is no context in the top text","target-prior",0,10.11395,36
"569","1732","KYRA PHILLIPS: No.","Someone fills things out for little kids birthday clubs",8,46.4,1,"The statement cant possibly give a certain or impossible answer for NO","target-prior",0,5.61081666666667,36
"570","1863","<i>(No context.)</i>","Segovia couldn't determine if Gould had gunpowder burns on his hands",10,49.4,1,"No context in the first text","target-prior",0,10.11395,36
"571","1261","He asked Kushal to identify himself. ""Did you make this message?""","The captain's hand was closed before.",11,49.4,1,"the blue text does not relate to the top text and does not make sense to mark it impossible or certain","target-prior",0,10.11395,36
"572","450","But that seems too strong. The accepted expression, ""Pitie-de-Nostre-Seigneur,"" because it is plurivocal, is undoubtedly better.","Something awakens the spectator's piety.",12,51.95,0,"","target-prior",0,10.11395,36
"573","2123","It may well be that Brissot believed his own rhetoric and thought that the French army would be welcomed abroad as' armed liberators'. But by choosing war, Brissot and the Girondins--whether they understood the risks or not--were taking a path towards internal terror.","Someone took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.",7,40.91,0,"","target-prior",0,5.61081666666667,36
"574","1766","Not so anymore. Now, 125 means 125.","Brian Claar was aware of the change",20,47.6,1,"Neither text is talking about the same subject making it hard to judge","target-prior",0,12.8517,36
"575","1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense.","Someone has to get the ball downfield",23,96.54,0,"","target-prior",0,12.8517,36
"576","1910","Now, if we really believe that- and we must, surely, if we set aside some time to pray, affirm God's (or Jesus') loving presence and offer ourselves to him to do in us all he wants.","God made an attempt to purify us",25,54.05,0,"","target-prior",0,10.11395,36
"577","2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction.","Bechtel fixed all the welds",4,89.07,0,"","target-prior",0,8.40616666666667,36
"578","1737"," Or was Inner Child reading too much into it?","The smuggler was a person",16,50.6,1,"neither text is talking about the same subject","target-prior",0,12.8517,36
"579","1400","DR. SEUSS","You think somethign about the cat wearing a hat.",18,99.46,0,"","target-prior",0,12.8517,36
"580","1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy.","The famous Taj Mahal is a sight.",19,95.14,0,"","target-prior",0,12.8517,36
"581","657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that.","You expect him to feel bad or ashamed about the behavior.",24,15.39,0,"","target-prior",0,9.51648333333333,36
"582","178","THEORY AND HYPOTHESES Initially, a model of the expected relationship between IS unit control system variables and the direction and level of the planned goal-related effort of IS professionals is presented in this section.","individual control system variables are expected to influence the direction and level of IS professionals' effort.",19,99.99,0,"","target-prior",0,5.72438333333333,36
"583","2111","WRITER: I lost a brother in the recent revolution.","He was alive previously.",13,99.73,0,"","target-prior",0,5.72438333333333,36
"584","1262","He's terminated this year. That means the rest of his contract gets thrown out the door.","He had several million dollars.",27,48.05,0,"","target-prior",0,5.72438333333333,36
"585","474","They won't be able to sit in circle time. They won't have any idea that the rules apply to them.","Something often brings the child to first attention.",15,5.6,0,"","target-prior",0,5.72438333333333,36
"586","2090","Edward: What do you mean? Father Abbott:","King Henry was alive before yesterday.",18,50.15,1,"neither one correlate to one another to see if it is impossible or certain","target-prior",0,5.72438333333333,36
"587","1227"," At the time he attaches no significance to his father's visit to the counter of a domestic airline before checking in for his international flight, but he knew even then with the deaf-and-dumb intuition of a child that his father would not be coming back, ever.","His father kissed them and promised them gifts on his return.",14,0.88,0,"","target-prior",0,5.72438333333333,36
"588","686","But the twinkle in his eye masks toughness, arrogance, even ruthlessness. He has not stayed on top of Uganda by being soft.","Securing broad international support while defying Western pressure for multi-party democracy takes effort for Museveni.",13,49.4,1,"the top text is not related to the bottom text","target-prior",0,10.11395,36
"589","1105","<strong>Speaker A</strong>: And so this is Louis C.K. on ""Saturday Night Live""","It is hard for you to talk about religion in this.",14,48.05,1,"neither text is related to the other making it hard to form a judgement","target-prior",0,10.11395,36
"590","569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn.","Sonia didn't write back in the past.",3,21.18,0,"","target-prior",1,18.0190666666667,27
"591","1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's.","Something worried Andy's teachers",16,80.83,0,"","target-prior",1,16.8218833333333,27
"592","1008",""" If somebody messes up, I usually get mad. That's just the competitor in me.","I am some way.",20,100,0,"","target-prior",1,16.8218833333333,27
"593","2008","The proximate cause was physical, a failing heart. But the deeper cause was the strain his race for the presidency had placed on her mind and soul.","The earlier libels against Rachel's character had been circulated before",14,0,0,"","target-prior",1,16.8218833333333,27
"594","1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.",24,31.04,0,"","target-prior",1,14.1468666666667,27
"595","1020","In the coming months, I will return to Comite for further tests and to decide whether I should make myself into a bit of a science experiment. Lucky you, you'll get to watch and maybe even learn from my mistakes.","My cholesterol has a certain number and the cholesterol particles traveling though my bloodstream have a certain size.",24,49.4,0,"","target-prior",1,8.1554,27
"596","881","MORIARTY ","Someone is on trial.",3,2.91,0,"","target-prior",1,16.8218833333333,27
"597","968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,",15,61.15,0,"","target-prior",1,18.0190666666667,27
"598","2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.",5,12.44,0,"","target-prior",1,18.0190666666667,27
"599","696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem.","Duquette is asked to be interviewed.",26,25.82,0,"","target-prior",1,64.2827833333333,27
"600","556","<i>(No context.)</i>","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.",9,93.47,0,"","target-prior",1,14.1468666666667,27
"601","2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.",6,4.1,0,"","target-prior",1,8.1554,27
"602","214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed. ","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.",25,19.52,0,"","target-prior",1,16.8218833333333,27
"603","1250","""Do better."" ""I'm ready when you are,"" Iris said.","The Outlaw is open before ten.",9,0,0,"","target-prior",1,16.8218833333333,27
"604","2213"," It is no wonder that the emigration from Illinois continues.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.",3,66.74,0,"","target-prior",1,14.1468666666667,27
"605","615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.",22,97.98,0,"","target-prior",1,14.1468666666667,27
"606","677","<i>(No context.)</i>","Victor Santos attempted to make it out of third inning in back-to-back starts.",27,89.17,0,"","target-prior",1,64.2827833333333,27
"607","1214"," The newest way to monitor your heart rate, these tiny buds work by tracking the pulse of the blood rushing through your ears while allowing you to listen to your favorite tunes.","We took a few brands for a test jog.",4,49.85,0,"","target-prior",1,16.8218833333333,27
"608","1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs.","Lowrey was upright just before that.",5,9.33,0,"","target-prior",1,16.8218833333333,27
"609","1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view",16,40.47,0,"","target-prior",1,18.0190666666667,27
"610","1490","All these details result in the three scenes being naturally paralleled to each other.","Binding the novel's exposition with its denouement takes effort.",14,36.97,0,"","target-prior",1,14.1468666666667,27
"611","37","And failed. Such attachment escaped him.","There wasn't sound of bickering in Jay's room ealier.",14,21.54,0,"","target-prior",1,64.2827833333333,27
"612","2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.",8,2.02,0,"","target-prior",1,8.1554,27
"613","1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche.","I have found greater revelation about evil in narratives.",17,38.85,0,"","target-prior",1,64.2827833333333,27
"614","537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents.","STDs is a consideration.",12,100,0,"","target-prior",1,14.1468666666667,27
"615","539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.",12,0,0,"","target-prior",1,8.1554,27
"616","1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart.","The death of Reverent Jerry Falwell is an example of far left intolerance",15,47.9,0,"","target-prior",1,14.1468666666667,27
"617","1989","Forgotten. Clean slate.","General Squires had been assigned somewhere before",11,4.04,0,"","target-prior",1,14.1468666666667,27
"618","87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did.","running what would have been from extra point point range was a gamble on a sloppy field.",20,96.2,0,"","target-prior",1,64.2827833333333,27
"619","1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41,","Cognitive anxiety direction is a predictor.",18,98.29,0,"","target-prior",1,64.2827833333333,27
"620","8","Then he remembered what had been done to Ben Zoma. And to Cadwallader.","He had sympathy for the woman.",22,46.85,0,"","target-prior",1,64.2827833333333,27
"621","8","Then he remembered what had been done to Ben Zoma. And to Cadwallader.","He had sympathy for the woman.",20,49.55,0,"","target-prior",1,12.3313333333333,8
"622","2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.",23,99.28,0,"","target-prior",1,11.6629333333333,8
"623","1741","Mm-hmm. Stehr:","The tas break is a deal.",24,0.36,0,"","target-prior",1,11.6629333333333,8
"624","87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did.","running what would have been from extra point point range was a gamble on a sloppy field.",19,9.85,1,"The statement has poor grammar and doesn't clearly tie into the game.","target-prior",1,12.3313333333333,8
"625","250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.",9,37.26,0,"","target-prior",1,11.6629333333333,8
"626","1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences.","I was brought to court",15,99.16,0,"","target-prior",1,11.6629333333333,8
"627","915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate.","New Yorkers are a group in the United States.",20,100,0,"","target-prior",1,19.3815833333333,8
"628","2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.",21,20.46,0,"","target-prior",1,11.6629333333333,8
"629","556","<i>(No context.)</i>","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.",16,0.09,0,"","target-prior",1,11.2132166666667,8
"630","1490","All these details result in the three scenes being naturally paralleled to each other.","Binding the novel's exposition with its denouement takes effort.",27,0.15,0,"","target-prior",1,11.2132166666667,8
"631","537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents.","STDs is a consideration.",7,99.79,0,"","target-prior",1,11.2132166666667,8
"632","2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.",26,0.19,0,"","target-prior",1,10.3214333333333,8
"633","615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.",13,49.25,0,"","target-prior",1,11.2132166666667,8
"634","1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.",22,0.05,0,"","target-prior",1,11.2132166666667,8
"635","677","<i>(No context.)</i>","Victor Santos attempted to make it out of third inning in back-to-back starts.",16,0.6,1,"There's no context.","target-prior",1,12.3313333333333,8
"636","341","<i>(No context.)</i>","Jimmy Page and Robert Plant had been united before 1980.",15,0.25,1,"No context","target-prior",1,7.41091666666667,8
"637","476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.",9,49.55,0,"","target-prior",1,10.67565,8
"638","1020","In the coming months, I will return to Comite for further tests and to decide whether I should make myself into a bit of a science experiment. Lucky you, you'll get to watch and maybe even learn from my mistakes.","My cholesterol has a certain number and the cholesterol particles traveling though my bloodstream have a certain size.",6,0.19,0,"","target-prior",1,6.94995,8
"639","2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.",11,0.25,0,"","target-prior",1,6.94995,8
"640","569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn.","Sonia didn't write back in the past.",27,50.9,0,"","target-prior",1,10.3214333333333,8
"641","1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart.","The death of Reverent Jerry Falwell is an example of far left intolerance",11,50.15,0,"","target-prior",1,11.2132166666667,8
"642","539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.",23,1.05,0,"","target-prior",1,6.94995,8
"643","37","And failed. Such attachment escaped him.","There wasn't sound of bickering in Jay's room ealier.",9,0.25,0,"","target-prior",1,12.3313333333333,8
"644","1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41,","Cognitive anxiety direction is a predictor.",11,100,0,"","target-prior",1,12.3313333333333,8
"645","2213"," It is no wonder that the emigration from Illinois continues.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.",24,49.85,0,"","target-prior",1,11.2132166666667,8
"646","140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" --","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.",23,0.25,0,"","target-prior",1,7.41091666666667,8
"647","1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view",18,85.14,0,"","target-prior",1,10.3214333333333,8
"648","1726","<i>(No context.)</i>","Something seemed most present",9,0.13,1,"No context, and a very vague statement.","target-prior",1,7.56463333333333,8
"649","602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. "" ","Something was transpiring.",25,90.33,0,"","target-prior",1,7.56463333333333,8
"650","1214"," The newest way to monitor your heart rate, these tiny buds work by tracking the pulse of the blood rushing through your ears while allowing you to listen to your favorite tunes.","We took a few brands for a test jog.",26,17.8,0,"","target-prior",1,7.60873333333333,8
"651","1989","Forgotten. Clean slate.","General Squires had been assigned somewhere before",19,0.02,0,"","target-prior",1,11.2132166666667,8
"652","991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy.","They will react in some way.",14,99.87,0,"","target-prior",1,19.3815833333333,8
"653","1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche.","I have found greater revelation about evil in narratives.",12,49.55,0,"","target-prior",1,12.3313333333333,8
"654","696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem.","Duquette is asked to be interviewed.",15,50.15,0,"","target-prior",1,12.3313333333333,8
"655","1216"," Maybe a little, I mean after, b u t... "" land, with occasional spells aboard trains and busses.","Nuala learned of Hal's death.",5,0.38,0,"","target-prior",1,19.3815833333333,8
"656","968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,",17,100,0,"","target-prior",1,10.3214333333333,8
"657","414","It was hard to think of Larry as being from Wyoming. He had no mystique.","I wasn't awake before early morning.",24,0.19,0,"","target-prior",1,7.56463333333333,8
"658","1872","Probably, yes. I mean, he was the most","He was the most interesting.",12,50.15,0,"","target-prior",1,7.41091666666667,8
"659","2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends.","Students will move to the next level in music classes.",7,74.96,0,"","target-prior",1,19.3815833333333,8
"660","750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.",15,0.78,0,"","target-prior",1,10.67565,8
"661","2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.",17,0.13,0,"","target-prior",1,6.94995,8
"662","999","I felt grubby just looking at her. ","Elissa has a favorite hobby.",23,0.05,0,"","target-prior",1,10.67565,8
"663","2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient.","He lost both Richard and his job.",21,0.51,0,"","target-prior",1,7.56463333333333,8
"664","2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.",17,0.19,0,"","target-prior",1,10.67565,8
"665","1008",""" If somebody messes up, I usually get mad. That's just the competitor in me.","I am some way.",12,100,0,"","target-prior",1,7.60873333333333,8
"666","1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs.","Lowrey was upright just before that.",13,95.84,0,"","target-prior",1,7.60873333333333,8
"667","1","The cops had him in their headlights. He ran hard and fast, fiercely pumping his legs, his arms, but they gained on him quickly, swerving in front of him to block his way.","He was standing earlier.",17,100,0,"","target-prior",1,19.3815833333333,8
"668","214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed. ","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.",21,0.31,0,"","target-prior",1,7.60873333333333,8
"669","2011","<strong>Speaker B</strong>: There was no sense of urgency to figure out what happened. It was a mystery that lingered, but I don't think it was in the forefront of people's minds.","Room 225 had previously been open",14,0.27,0,"","target-prior",1,10.67565,8
"670","868",""" I said. I didn't think that she would refuse me.","Someone recited things to them in Redtown.",14,0.43,0,"","target-prior",1,7.56463333333333,8
"671","1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991",25,50,0,"","target-prior",1,10.67565,8
"672","2008","The proximate cause was physical, a failing heart. But the deeper cause was the strain his race for the presidency had placed on her mind and soul.","The earlier libels against Rachel's character had been circulated before",9,10.29,0,"","target-prior",1,7.60873333333333,8
"673","1250","""Do better."" ""I'm ready when you are,"" Iris said.","The Outlaw is open before ten.",11,0.25,0,"","target-prior",1,7.60873333333333,8
"674","1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.",21,50.6,0,"","target-prior",1,10.67565,8
"675","1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's.","Something worried Andy's teachers",6,75.34,0,"","target-prior",1,7.60873333333333,8
